id,containerNumber,shipmentId
423dbced-f590-4443-b7ea-a5c013c19da9,EGLU866139144,81e9e8cf-45b4-4030-a808-8540359f2d29
c6e41dfd-5052-4b6e-a1a7-e4f261625e3d,EGLU432640700,81e9e8cf-45b4-4030-a808-8540359f2d29
fc581c8f-705c-4210-ab62-d6b51533aef9,EGLU640491844,81e9e8cf-45b4-4030-a808-8540359f2d29
0fe0c143-dbf8-4c77-8651-3ae24460fcb0,EGLU556897276,81e9e8cf-45b4-4030-a808-8540359f2d29
353ae3d0-8172-4631-8019-872ce86f9d00,EGLU304412665,81e9e8cf-45b4-4030-a808-8540359f2d29
0c424b76-9eb7-46b4-b21e-b8362dca137d,EGLU151449672,81e9e8cf-45b4-4030-a808-8540359f2d29
8f4b95db-5f51-4913-be45-a61dd61fb469,MSCU212515254,0a5050d5-dc77-4972-8502-c010a27c8511
747c08fa-c8fe-40f4-83bf-31c2da98cd04,MSCU813284326,0a5050d5-dc77-4972-8502-c010a27c8511
8a567273-540f-453d-91f4-c3a741c13fae,MSCU775618233,fd0e4a9d-80b0-41b5-a4f4-7568cb88e9cc
3ed6a0dc-a6b3-4ee1-a855-d9c2da06086d,MSCU602898754,fd0e4a9d-80b0-41b5-a4f4-7568cb88e9cc
f060255c-e0da-4cd3-aef4-7e4718254ba6,MSCU396741377,fd0e4a9d-80b0-41b5-a4f4-7568cb88e9cc
ba857b32-64e9-4f5a-b328-d7d984c0539c,MSCU267129297,fd0e4a9d-80b0-41b5-a4f4-7568cb88e9cc
696aaaff-fd4c-42b1-9e67-564bfe314bcf,EGLU261736156,6e9e30f8-970d-4b37-be91-bac9887408bb
fc4241f6-2ac9-4ea0-b1a8-8ca979614a44,EGLU492969972,6e9e30f8-970d-4b37-be91-bac9887408bb
f06ad0ae-edb0-43c7-8214-64462083c3e2,EGLU953437570,6e9e30f8-970d-4b37-be91-bac9887408bb
a9b2b061-e6c9-4013-9388-55e3a86e7cee,EGLU522802603,6e9e30f8-970d-4b37-be91-bac9887408bb
0fb8c8cd-c41d-4233-bfc0-a01ea8143a4e,EGLU369275736,6e9e30f8-970d-4b37-be91-bac9887408bb
32d71dd3-f8ba-44a6-95c3-395b2f93823a,EGLU501785820,6e9e30f8-970d-4b37-be91-bac9887408bb
831d1e72-235a-428d-82d6-4264cc284aac,EGLU700802543,6e9e30f8-970d-4b37-be91-bac9887408bb
0345f96a-1be1-47fd-afd7-a6bacca3bff2,EGLU357808841,6e9e30f8-970d-4b37-be91-bac9887408bb
87335738-f189-4c5b-a55a-65cb0f6da208,EGLU987997664,6e9e30f8-970d-4b37-be91-bac9887408bb
7db19ace-613b-4b6f-b327-1ce157e99e25,EGLU597948476,2bfe8f9c-70cb-4ade-b727-bd4e3ea4e0dc
54048d81-2655-419f-b5b9-9f682797f67f,EGLU428414886,2bfe8f9c-70cb-4ade-b727-bd4e3ea4e0dc
f2152cda-9a3d-4a20-8c51-1e1983592566,EGLU463663631,2bfe8f9c-70cb-4ade-b727-bd4e3ea4e0dc
c694eb9a-551b-4131-84cc-3b73d81d4c25,EGLU165709362,2d8be963-e870-4d4c-9c66-b10e2b9031e2
4e3e8232-ec16-4fa5-8054-480c209c50e3,EGLU489300965,2d8be963-e870-4d4c-9c66-b10e2b9031e2
ce836f71-e692-467c-89bf-c08305d64c98,EGLU641087378,2d8be963-e870-4d4c-9c66-b10e2b9031e2
7ed8a6a2-d760-44a4-8aba-20724c1d8f1e,EGLU606900664,2d8be963-e870-4d4c-9c66-b10e2b9031e2
9fe49e93-bed3-43f2-8bf3-645d09e7569b,EGLU796995806,2d8be963-e870-4d4c-9c66-b10e2b9031e2
1072674b-0050-4d3e-94ab-fb3c9791f0ed,EGLU474907721,2d8be963-e870-4d4c-9c66-b10e2b9031e2
b175a111-bef1-4de6-8bc2-1560272f2937,MSCU383582561,04f2f911-e288-4f3c-a525-2c8ae2965a0a
5cbc0464-d574-428a-bf19-b49c5179c409,MSCU900509206,04f2f911-e288-4f3c-a525-2c8ae2965a0a
fed48be3-9f78-4041-a7b0-a99ea0547239,MSCU273729412,1edfa999-565b-4b34-9a1d-5ab8309dc4a9
410c8f05-9084-4945-94b6-6517ea20f5cc,MSCU495826476,1edfa999-565b-4b34-9a1d-5ab8309dc4a9
bdf37e5a-f882-4638-b4ce-996ad243ab7a,MSCU742917665,1edfa999-565b-4b34-9a1d-5ab8309dc4a9
a27d9708-05aa-436f-a016-4ae124289a5a,MSCU545121997,1edfa999-565b-4b34-9a1d-5ab8309dc4a9
6bdf83e9-78bd-4e5b-9585-c9f74cd3c437,MSCU216518046,1edfa999-565b-4b34-9a1d-5ab8309dc4a9
22aa94fd-f587-457e-8011-824bb4d9feb7,MSCU770389113,b73e6bfa-e23b-4949-b9a0-99441d9a5ea7
05df5e61-630b-4b7a-8702-d501294d8b76,MSCU682081815,b73e6bfa-e23b-4949-b9a0-99441d9a5ea7
0bde1dbf-a7f6-4847-9e60-5949947d29db,MSCU860889242,b73e6bfa-e23b-4949-b9a0-99441d9a5ea7
cf8a315e-66d6-47ac-8aa3-8731d169c9ad,MSCU160725794,b73e6bfa-e23b-4949-b9a0-99441d9a5ea7
f3ab44c3-ae5f-4b27-a85c-fd949f1b0601,MSCU969034244,b73e6bfa-e23b-4949-b9a0-99441d9a5ea7
ac8d13b0-77ed-406d-b4f9-1bf06b959185,MSCU975361884,b73e6bfa-e23b-4949-b9a0-99441d9a5ea7
23d16841-d21a-4213-8fc1-4efe1e1f6925,MSCU528228880,b73e6bfa-e23b-4949-b9a0-99441d9a5ea7
d6cede79-3c77-44a4-b5a7-32a38ee238d4,MSCU821145506,b73e6bfa-e23b-4949-b9a0-99441d9a5ea7
a72e5e38-ece1-49fe-aa77-de04442549f4,MSCU190999377,b73e6bfa-e23b-4949-b9a0-99441d9a5ea7
a000d9c9-73f2-4d57-a918-b3e172863a14,EGLU325349089,bb2de6af-d506-4baa-b2c9-4b43c9c721b0
e54c086c-06f5-4eef-85f2-7370d98f6728,EGLU751814900,bb2de6af-d506-4baa-b2c9-4b43c9c721b0
197570a0-c1a2-43b1-b0c9-98bf3a508afb,EGLU375583963,bb2de6af-d506-4baa-b2c9-4b43c9c721b0
b3bcdc66-0058-4900-9a10-d31dc567a1ea,EGLU288064024,bb2de6af-d506-4baa-b2c9-4b43c9c721b0
12b51bdf-01dd-4a56-87be-f1d033fe7ca5,EGLU176680217,bb2de6af-d506-4baa-b2c9-4b43c9c721b0
c1e481da-bf29-4eaf-b129-3610aceffeb5,EGLU576805959,bb2de6af-d506-4baa-b2c9-4b43c9c721b0
c67393d3-8e98-4ad0-9e1b-86d9e4f0a710,EGLU403157185,bb2de6af-d506-4baa-b2c9-4b43c9c721b0
cd09abb2-4c29-43ee-b515-af8ef42597b6,EGLU940941753,bb2de6af-d506-4baa-b2c9-4b43c9c721b0
ed1968af-3a0a-46bd-93c1-e775a5c9e531,EGLU790584008,bb2de6af-d506-4baa-b2c9-4b43c9c721b0
65903d92-d59b-445f-b48f-5b23bb3c0e8c,EGLU440465522,a0f491aa-739e-47ff-aa0d-41c8ef9e930f
6eee49d0-9b49-4501-9f5d-6417df680864,EGLU215688462,b25899fc-36b4-48f8-8abb-241944380299
1cf6c456-4499-4f78-b346-9d0c99d7c463,EGLU769087792,b25899fc-36b4-48f8-8abb-241944380299
c343c8d8-05e3-4139-a5e3-4edaf5515fd3,EGLU240902631,b25899fc-36b4-48f8-8abb-241944380299
9fdb90da-d899-43be-a531-cd000b4e8cdc,EGLU749307461,b25899fc-36b4-48f8-8abb-241944380299
3616ac48-22f4-43e1-ac7e-3966e50fb361,EGLU244338113,b25899fc-36b4-48f8-8abb-241944380299
9a6fa711-d2ce-48b8-b831-fedef369e2a4,EGLU315430165,b25899fc-36b4-48f8-8abb-241944380299
08b145af-8222-4a90-bf96-431d949e3cf9,EGLU232123920,b25899fc-36b4-48f8-8abb-241944380299
95a26c02-634a-4bc6-92a6-36650ef97805,EGLU301692229,828b9ef1-b686-4e44-b7e3-6cf422f09511
d7dd6a67-416e-4dc0-8b51-38942850b999,EGLU502802203,828b9ef1-b686-4e44-b7e3-6cf422f09511
ba981481-3594-4462-a18d-997472c2492a,EGLU417441160,828b9ef1-b686-4e44-b7e3-6cf422f09511
5958859d-a2c0-4034-ad3c-4a94d761da91,EGLU327916463,828b9ef1-b686-4e44-b7e3-6cf422f09511
9c706499-751e-4c25-9206-fb24372796a1,EGLU805573301,828b9ef1-b686-4e44-b7e3-6cf422f09511
40c68ed8-5b4b-4331-bf77-f1cb73a8ddcb,EGLU127359343,828b9ef1-b686-4e44-b7e3-6cf422f09511
eed9a488-a751-4028-b1f9-9bc21f560cb6,EGLU505968184,828b9ef1-b686-4e44-b7e3-6cf422f09511
1341abec-5c9c-49bd-941e-20cd2c760c62,EGLU281751984,828b9ef1-b686-4e44-b7e3-6cf422f09511
cd0e1676-b73c-471e-8f55-7290ad494fdc,EGLU459067015,828b9ef1-b686-4e44-b7e3-6cf422f09511
32789501-424e-45db-b45c-0fb31f636312,EGLU794411636,828b9ef1-b686-4e44-b7e3-6cf422f09511
e59294c8-eae9-47db-b989-2670f842c772,MSCU912976334,cce39b7b-6b29-49d8-9c06-2f16f6940770
a4d044b2-a1ea-4b54-aa68-57980874cc2f,MSCU240321187,cce39b7b-6b29-49d8-9c06-2f16f6940770
1007d1f4-c2d4-4918-8a42-487af2c34110,MSCU817838853,cce39b7b-6b29-49d8-9c06-2f16f6940770
2c60e011-149e-402a-8671-e826aa080bd1,MSCU582333105,cce39b7b-6b29-49d8-9c06-2f16f6940770
9d515181-2f8d-42c5-a546-ba4e2475188a,MSCU735623127,cce39b7b-6b29-49d8-9c06-2f16f6940770
76512055-ec9c-4a33-8a8e-b92f15db1400,MSCU857777574,cce39b7b-6b29-49d8-9c06-2f16f6940770
c74c29c4-a2a8-4fc8-99aa-59739219ec78,MSCU684328239,0a69b31a-cd82-4277-a774-a35f49c88fec
c327acdf-2db4-4f93-b4d1-de4c2b431608,MSCU149026207,0a69b31a-cd82-4277-a774-a35f49c88fec
1434ec32-57c8-4027-b6ac-5b93e8faffbf,MSCU400563513,0a69b31a-cd82-4277-a774-a35f49c88fec
0757c5dd-f63e-4b0b-a011-59acfdb86023,MSCU852734339,0a69b31a-cd82-4277-a774-a35f49c88fec
1750a89b-3de5-4351-8dca-60ba28f66ab1,MSCU195777241,0a69b31a-cd82-4277-a774-a35f49c88fec
850614c5-e8cb-44ae-b2a1-8c0557f9899c,MSCU437862599,0a69b31a-cd82-4277-a774-a35f49c88fec
451aa1db-eea9-4cd2-96fb-eae238ec5707,MSCU311390393,0a69b31a-cd82-4277-a774-a35f49c88fec
5a31d865-c7b6-4287-a93c-6c52e86c1fca,MSCU626043284,0a69b31a-cd82-4277-a774-a35f49c88fec
091f2148-1434-48cc-8344-e439a3e99fda,MSCU121009815,0a69b31a-cd82-4277-a774-a35f49c88fec
3d3f68bc-d8ac-4a4e-8854-ed7e9829259d,MSCU512321925,0a69b31a-cd82-4277-a774-a35f49c88fec
79f4af79-78c5-4d52-a208-e61831fc11b7,EGLU669607696,6f5b38fc-93a5-4f0a-b691-496d635e0ffe
2ca3556b-d688-4597-82a8-11f20a1ad09f,MSCU974280032,99cc69ac-edd8-4ba6-b41e-0de9c2160325
3e93209a-3d24-4254-acc6-39297ec36e21,MSCU750234192,99cc69ac-edd8-4ba6-b41e-0de9c2160325
b5f43071-f3b5-4bf7-8ce6-258af5275f08,MSCU799131354,99cc69ac-edd8-4ba6-b41e-0de9c2160325
5cd47751-a618-4722-a154-6b0081e74c09,MSCU957030749,99cc69ac-edd8-4ba6-b41e-0de9c2160325
74af4496-3756-4b92-a7c6-96631a33d8de,MSCU243592930,99cc69ac-edd8-4ba6-b41e-0de9c2160325
a1eff150-50f7-4ce1-a06e-e7547bf6804f,MSCU958350356,99cc69ac-edd8-4ba6-b41e-0de9c2160325
dfcbed2d-0f47-4919-ad24-5cddb9499ec3,MSCU730111991,99cc69ac-edd8-4ba6-b41e-0de9c2160325
8e8bfdff-bc51-4b54-bce8-a458ff49b06e,MSCU177492712,358c15a4-655f-4440-9f52-c8680a041281
51495ba5-a3e5-43a9-ad72-e8449d2c7459,MSCU884998214,c39c4abe-93a4-4364-a5ae-97f16b3df724
bddaa5bf-8ec5-441c-a885-5a2e615344d2,MSCU833792906,c39c4abe-93a4-4364-a5ae-97f16b3df724
b3d8d20a-ec3a-4b31-94d3-73ebb781fa22,MSCU552323954,c39c4abe-93a4-4364-a5ae-97f16b3df724
73c1139b-a5b5-4f11-9046-437a915bd1ef,MSCU271546856,c39c4abe-93a4-4364-a5ae-97f16b3df724
fc4a73f9-a668-4015-b55e-6fbb2a710b13,MSCU369273828,c39c4abe-93a4-4364-a5ae-97f16b3df724
6b08803a-0c40-4cb2-85c1-b1127c2ffc8c,MSCU945931124,c39c4abe-93a4-4364-a5ae-97f16b3df724
f6c9521b-1f0d-4391-a044-1c9bb19ebad5,MSCU770580442,2f61a732-cb3d-413a-9814-e5eefc3ae1a1
a3464113-2737-4531-ad3e-3271e4ad563e,MSCU574318126,2f61a732-cb3d-413a-9814-e5eefc3ae1a1
4196c674-72fa-4c52-9ca9-8d0af37a8435,MSCU406179033,2f61a732-cb3d-413a-9814-e5eefc3ae1a1
44e8cc18-4869-4475-8b5f-2c495d43f689,MSCU864487401,2f61a732-cb3d-413a-9814-e5eefc3ae1a1
69b9b023-c3c6-4440-9995-7ac54f80cf9d,MSCU587885419,a5ce7489-946b-4022-8a23-4f1cc17e78ea
af5902f5-f695-434c-9926-470527d18d15,MSCU668002797,a5ce7489-946b-4022-8a23-4f1cc17e78ea
e9146708-d4b5-4159-bfe2-d3322920e624,MSCU941949890,a5ce7489-946b-4022-8a23-4f1cc17e78ea
0bbc9770-5085-4391-ab8b-8b08e662e300,MSCU373718036,a5ce7489-946b-4022-8a23-4f1cc17e78ea
abef2a9b-7c02-434e-949b-e2b8d571196d,MSCU468563069,a5ce7489-946b-4022-8a23-4f1cc17e78ea
1d8779ff-6b17-4646-a906-a547ef2fd8c4,MSCU372150274,a5ce7489-946b-4022-8a23-4f1cc17e78ea
0959961a-109b-4f12-880c-e25c58f865ca,MSCU580150891,a5ce7489-946b-4022-8a23-4f1cc17e78ea
be48902a-ed04-42de-99e2-22cb25673919,MSCU108290255,a5ce7489-946b-4022-8a23-4f1cc17e78ea
5fff19c4-5733-4ce6-99db-35345496064d,MSCU752184078,a5ce7489-946b-4022-8a23-4f1cc17e78ea
0bd2e1b0-b2a1-44c9-be20-6cb2e32e473f,MSCU215490559,dd1b2cc0-9087-4dff-ba5f-de7bbb0d5d28
65812e87-56ea-4fec-b792-df353f458e7e,MSCU846960833,dd1b2cc0-9087-4dff-ba5f-de7bbb0d5d28
de0fe87b-b840-4265-a6df-4ca7896c6be3,MSCU954814759,dd1b2cc0-9087-4dff-ba5f-de7bbb0d5d28
eee60447-7b1a-4ae3-a4ab-a5b23591016b,MSCU396094465,dd1b2cc0-9087-4dff-ba5f-de7bbb0d5d28
eb7f4ce1-55ec-47d5-84b8-571103294047,EGLU157855796,45af8a89-8e0c-494d-862a-eceb7eba5562
fa5d9bdc-3035-493a-bcf3-f31ac6234043,EGLU184672068,45af8a89-8e0c-494d-862a-eceb7eba5562
e165fc2c-8753-45ca-a0ef-e81faf91e07e,EGLU950287184,45af8a89-8e0c-494d-862a-eceb7eba5562
a38f6adf-cd11-47bd-b036-2ca576be428d,EGLU555051823,45af8a89-8e0c-494d-862a-eceb7eba5562
35721e11-f836-489b-bcb8-ff2945125bc3,EGLU437675852,45af8a89-8e0c-494d-862a-eceb7eba5562
cb9aa214-bfe3-4bfd-a5cd-014b09aacfe8,EGLU772079113,45af8a89-8e0c-494d-862a-eceb7eba5562
aa3885d9-5125-4f58-8888-bed93fb03346,EGLU386826265,45af8a89-8e0c-494d-862a-eceb7eba5562
a80d4cab-5dd2-4ba2-a180-eb415d270815,EGLU352026438,45af8a89-8e0c-494d-862a-eceb7eba5562
3d53661b-a855-45b4-a68e-6fcb90b7ee49,EGLU851887320,45af8a89-8e0c-494d-862a-eceb7eba5562
3f9e2b66-7e27-4572-b17a-edc52d6ef855,EGLU112120534,45af8a89-8e0c-494d-862a-eceb7eba5562
dd5fa575-d5ec-4e0c-b059-d94bc1525386,EGLU935905704,7c55aaf3-7c87-4136-8dd2-d776c3d02f92
e3bc4341-305a-4b4f-b8a2-c70614c7d5c2,EGLU204578516,7c55aaf3-7c87-4136-8dd2-d776c3d02f92
e0c93bab-f5f1-4584-8ee6-dca100808132,EGLU854044930,7c55aaf3-7c87-4136-8dd2-d776c3d02f92
5e270076-6f44-4786-9fa3-e50e83d09ee2,EGLU860579212,7c55aaf3-7c87-4136-8dd2-d776c3d02f92
b823a073-2833-41eb-9cdd-98a971360f20,EGLU947991215,7c55aaf3-7c87-4136-8dd2-d776c3d02f92
5bb53da2-4af6-46c7-ad5e-0d7eb50623cf,EGLU693263704,7c55aaf3-7c87-4136-8dd2-d776c3d02f92
4f374a7b-7656-49c7-aac7-8440e2afc882,EGLU814176835,7c55aaf3-7c87-4136-8dd2-d776c3d02f92
a3409583-0501-49b9-bb15-c54e7629ac3a,EGLU616381113,e811277e-1979-4758-8545-815f66bbe48b
99e6a577-6f80-4e0a-88a3-032ec5c0aca7,EGLU468862907,e811277e-1979-4758-8545-815f66bbe48b
9d5ee353-9ecc-4682-bd41-0b1fe2d993e9,EGLU268636042,e811277e-1979-4758-8545-815f66bbe48b
98efa52a-14ca-4b69-8893-603ea5c8b040,EGLU775618788,e811277e-1979-4758-8545-815f66bbe48b
b89a8bfd-fb2c-47dd-8317-1cdc33ad86d5,EGLU686098105,e811277e-1979-4758-8545-815f66bbe48b
4c30a002-4de7-48d1-80aa-b658d968470c,EGLU884765190,e811277e-1979-4758-8545-815f66bbe48b
05daed42-6cad-456b-b113-1ea49a3f6fda,MSCU838741443,45b225d1-b15b-4e44-8d8e-00e4cadf52da
ecdbd20a-8ff8-458f-8694-381a7fff063d,MSCU382614851,45b225d1-b15b-4e44-8d8e-00e4cadf52da
faa82088-cb46-4c9d-9279-71a9cba5bae2,MSCU565800252,45b225d1-b15b-4e44-8d8e-00e4cadf52da
b2c83ca1-dfc3-4230-9468-09fca5c0aaea,MSCU175750384,45b225d1-b15b-4e44-8d8e-00e4cadf52da
2e5aee25-35c9-4cd6-84af-68fdc7a363bc,MSCU751249378,45b225d1-b15b-4e44-8d8e-00e4cadf52da
3600e16a-ea38-45d7-bd49-d864a99785fa,MSCU218396090,45b225d1-b15b-4e44-8d8e-00e4cadf52da
076869e6-72e4-4aed-a3ad-6b50f8780f66,MSCU895152286,45b225d1-b15b-4e44-8d8e-00e4cadf52da
fdd0176e-aa5a-4001-b9c8-56603ee1ba5f,MSCU216491664,45b225d1-b15b-4e44-8d8e-00e4cadf52da
4efe6632-c22f-4568-ac0d-aa0ef378c0c8,MSCU580878022,45b225d1-b15b-4e44-8d8e-00e4cadf52da
eb310154-d09e-49c7-86ce-d37778b4966d,EGLU179023961,2f47e589-4428-4b5e-9294-1e1930154d11
acf8b923-0c69-42d8-aa93-ce42a8fa68b2,EGLU155336540,2f47e589-4428-4b5e-9294-1e1930154d11
aca6b27d-8662-4396-be98-8a5bb8a0d761,EGLU644389135,2f47e589-4428-4b5e-9294-1e1930154d11
3fa98b18-2a03-4430-83f7-10a3d3ee12fb,EGLU502101315,2f47e589-4428-4b5e-9294-1e1930154d11
1b048a1b-26ba-4518-a2da-b57f365eb095,EGLU320351392,2f47e589-4428-4b5e-9294-1e1930154d11
82b1784e-8916-459b-81de-3b7af106afab,EGLU647830767,2f47e589-4428-4b5e-9294-1e1930154d11
90849470-cab0-4ea1-9457-2a288249a53d,EGLU779275590,2f47e589-4428-4b5e-9294-1e1930154d11
845b5d42-7b5f-4070-9a77-28e5f1ac199d,EGLU359904988,2f47e589-4428-4b5e-9294-1e1930154d11
91f51a07-e56a-4efd-8b2c-c2b9b5c8713d,EGLU660996256,2f47e589-4428-4b5e-9294-1e1930154d11
8bb463e8-f1b4-4b93-bccf-65c33b4c326d,EGLU195240500,2f47e589-4428-4b5e-9294-1e1930154d11
741e7c63-5d97-4c78-9f0d-4c0ebae0292d,MSCU936783114,12a9691f-4ea6-4976-a092-e30f035604ff
308e2db0-be31-47e7-b192-32f1f64e640d,MSCU919425251,12a9691f-4ea6-4976-a092-e30f035604ff
2ef0ced9-a366-4f9b-bf55-a25a88e4392f,MSCU984815691,12a9691f-4ea6-4976-a092-e30f035604ff
91e1a99a-a66a-4aa2-88e0-d16f3228c2f9,MSCU193238631,12a9691f-4ea6-4976-a092-e30f035604ff
fc973eb9-88fd-4d4b-ad30-c1b72634f9e0,MSCU521695247,12a9691f-4ea6-4976-a092-e30f035604ff
6cc98be4-9999-4a46-8576-4eeca494626d,MSCU808118805,12a9691f-4ea6-4976-a092-e30f035604ff
7b050881-7db6-40f6-98f5-25db13f785d6,MSCU264871157,12a9691f-4ea6-4976-a092-e30f035604ff
bc6dbd2e-a5f8-42e3-9e46-e020fbd54181,MSCU188866519,12a9691f-4ea6-4976-a092-e30f035604ff
bbc75feb-7480-4c84-8f01-1cecef6cce5c,MSCU278111555,12a9691f-4ea6-4976-a092-e30f035604ff
09d123eb-51c6-488f-8065-b2b7f6516d00,MSCU152128640,12a9691f-4ea6-4976-a092-e30f035604ff
2be06708-5fec-4941-9fa1-e2bf1ab6ee7c,EGLU239116248,76601560-5fe7-4f02-af55-cc4f317cf79f
